name,address,rating,price_level,types,website,phone,number of ratings,business_status,,
Subway,"2700 Mountaineer Boulevard, South Charleston",3.9,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/south-charleston/2700-mountaineer-blvd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=36583&utm_campaign=evergreen-2020&y_source=1_MTQ4OTU3NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 720-1864,100,OPERATIONAL,,
Subway,"919 Call Road, Charleston",4,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/charleston/919-call-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=11185&utm_campaign=evergreen-2020&y_source=1_MTQ4OTk1NTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 984-9519,186,OPERATIONAL,,
Subway,"100 Alex Lane Unit B, Charleston",3.9,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/charleston/100-alex-ln?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=18117&utm_campaign=evergreen-2020&y_source=1_MTQ5MDExMTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 926-0095,116,OPERATIONAL,,
LongHorn Steakhouse,"91 Rhl Boulevard, Charleston",4.4,2,"bar, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.longhornsteakhouse.com/locations/wv/charleston/charleston-south-charleston/5128?cmpid=br:lh_ag:ie_ch:loc_ca:LHGMB_sn:gmb_gt:charleston-wv-5128_pl:locurl_rd:1091,(304) 744-4112,1921,OPERATIONAL,,
Subway,"205 Crossings Mall Road, Elkview",3.7,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/elkview/205-crossings-mall?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=10036&utm_campaign=evergreen-2020&y_source=1_MTQ5MDgzNDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 965-7511,161,OPERATIONAL,,
Subway,"300 Goff Mountain Road, Cross Lanes",3.9,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/cross-lanes/300-goff-mountain-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=4841&utm_campaign=evergreen-2020&y_source=1_MTQ5MDI2MzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 776-2227,254,OPERATIONAL,,
Tidewater Grill,"1060 Charleston Town Center, Charleston",4.2,3,"restaurant, food, point_of_interest, establishment",http://tidewatergrillrestaurant.com/,(304) 345-2622,947,OPERATIONAL,,
Taste of Asia,"236 7th Avenue, South Charleston",4,2,"restaurant, food, point_of_interest, establishment",https://tasteofasiasouthcharleston.com/,(304) 744-8933,511,OPERATIONAL,,
Subway,"133 MacCorkle Avenue Southwest, Saint Albans",4.1,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/st-albans/133-maccorkle-ave-sw?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=2058&utm_campaign=evergreen-2020&y_source=1_MTQ5MDEyOTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 722-5522,340,OPERATIONAL,,
Laury's Restaurant,"350 MacCorkle Avenue Southeast, Charleston",4.7,4,"restaurant, food, point_of_interest, establishment",http://laurysrestaurant.com/,(304) 343-0055,358,OPERATIONAL,,
Lola's Pizza,"1038 Bridge Road, Charleston",4.6,2,"restaurant, food, point_of_interest, establishment",http://lolaswv.com/,(304) 343-5652,511,OPERATIONAL,,
Applebee's Grill + Bar,"202 Kanawha Mall, Charleston",3.9,2,"restaurant, bar, food, point_of_interest, establishment",https://restaurants.applebees.com/en-us/wv/charleston/202-kanawha-mall-93049?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=93049&utm_content=website,(304) 925-6334,1022,OPERATIONAL,,
Golden Corral Buffet & Grill,"412 New Goff Mountain Road, Cross Lanes",3.9,2,"restaurant, point_of_interest, food, establishment",https://www.goldencorral.com/,(304) 903-6869,2404,OPERATIONAL,,
Chuck E. Cheese,"2846 Mountaineer Boulevard, Charleston",4.3,2,"restaurant, point_of_interest, food, establishment",https://locations.chuckecheese.com/us/wv/charleston/2846-mountaineer-blvd.,(304) 744-6900,731,OPERATIONAL,,
Tricky Fish,"1611 Washington Street East, Charleston",4.2,1,"bar, restaurant, point_of_interest, food, establishment",https://www.trickyfishcwv.com/,(304) 344-3474,557,OPERATIONAL,,
Ichiban | Pan-Asian Cuisine,"103 Capitol Street, Charleston",4,2,"bar, restaurant, point_of_interest, food, establishment",https://www.ichibanrestaurantscharlestonwv.com/,(304) 720-7874,277,OPERATIONAL,,
Outback Steakhouse,"1062 Charleston Town Center, Charleston",4.2,2,"bar, meal_takeaway, restaurant, point_of_interest, food, establishment",https://locations.outback.com/west-virginia/charleston/1062-charleston-town-center?utm_source=gmb&utm_medium=local_search&utm_campaign=website_cta&y_source=1_MTU1MDIwNDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 345-0440,1621,OPERATIONAL,,
Los Agaves,"508 3rd Avenue, South Charleston",4.4,1,"restaurant, point_of_interest, food, establishment",http://www.losagavesrest.com/,(304) 720-1567,1089,OPERATIONAL,,
Cracker Barrel Old Country Store,"5720 MacCorkle Avenue Southeast, Charleston",4.2,2,"meal_takeaway, restaurant, point_of_interest, store, food, establishment",https://www.crackerbarrel.com/Locations/States/wv/charleston/510/?utm_source=google&utm_medium=maps&utm_campaign=crackerbarrelurl,(304) 925-6004,2319,OPERATIONAL,,
Pizza Hut,"5730 MacCorkle Avenue Southeast, Charleston",4.1,1,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",https://locations.pizzahut.com/wv/charleston/5730-maccorkle-ave-se?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=307385,(304) 925-6604,494,OPERATIONAL,,
Rice Bowl,"121 Goff Mountain Road, Cross Lanes",4.2,1,"restaurant, point_of_interest, food, establishment",http://ricebowlwv.com/,(304) 776-6888,681,OPERATIONAL,,
Bob Evans,"101 Alex Lane, Kanawha City",3.9,2,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://www.bobevans.com/locations/kanawha-city?utm_source=google&utm_medium=local&utm_campaign=54-Kanawha-City-WV,(304) 925-2223,1287,OPERATIONAL,,
Cracker Barrel Old Country Store,"11 Goff Crossing, Cross Lanes",4.1,2,"meal_takeaway, restaurant, point_of_interest, store, food, establishment",https://www.crackerbarrel.com/Locations/States/wv/cross-lanes/193/?utm_source=google&utm_medium=maps&utm_campaign=crackerbarrelurl,(304) 769-0081,2119,OPERATIONAL,,
Domino's Pizza,"701 Oakwood Road, Charleston",4.2,1,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(304) 345-0300,348,OPERATIONAL,,
Jimmy John's,"32 Capitol Street, Charleston",4.2,1,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",https://locations.jimmyjohns.com/wv/charleston/sandwiches-988.html?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link,(304) 720-3000,211,OPERATIONAL,,
Gino's Pizza & Spaghetti House,"305 D Street, South Charleston",4.2,N/A,"meal_delivery, restaurant, point_of_interest, food, establishment",http://ginospizza.com/,(304) 744-5361,427,OPERATIONAL,,
Logan's Roadhouse,"201 Rhl Boulevard, Charleston",3.9,2,"bar, meal_takeaway, restaurant, point_of_interest, food, establishment",https://logansroadhouse.com/locations/us/wv/charleston/201-rhl-boulevard/,(304) 744-4833,1460,OPERATIONAL,,
Gino's Pizza & Spaghetti House,"1305 Fairlawn Avenue, Dunbar",3.7,N/A,"meal_delivery, restaurant, point_of_interest, food, establishment",http://ginospizza.com/,(304) 768-0991,201,OPERATIONAL,,
Little Caesars Pizza,"5333 MacCorkle Avenue Southwest, South Charleston",3.7,1,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",https://littlecaesars.com/en-us/store/6785,(304) 766-0800,406,OPERATIONAL,,
Shoney's,"116 Kanawha Boulevard East, Charleston",3.7,1,"restaurant, point_of_interest, food, establishment",https://www.shoneys.com/locations,(304) 346-9437,1924,OPERATIONAL,,
Olive Garden Italian Restaurant,"111 Cross Terrace Boulevard, Charleston",4.4,2,"bar, meal_takeaway, restaurant, point_of_interest, food, establishment",https://www.olivegarden.com/locations/wv/charleston/charleston-south-ridge/1620?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:charleston-wv-1620_pl:locurl_rd:1480,(304) 746-3944,1669,OPERATIONAL,,
Bear's Den,"405 Capitol Street, Charleston",4.6,2,"bar, restaurant, point_of_interest, food, establishment",https://www.facebook.com/Bears304Den/,(304) 720-7715,177,OPERATIONAL,,
Tudor's Biscuit World,"217 Lee Street West, Charleston",4.2,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(304) 720-4406,1251,OPERATIONAL,,
Hardee’s,"4400 Pennsylvania Avenue, Big Chimney",3.6,1,"restaurant, food, point_of_interest, establishment",https://locations.hardees.com/wv/big-chimney/4400-pennsylvania-avenue,(304) 965-7029,525,OPERATIONAL,,
Bar 101,"101 Capitol Street, Charleston",4.3,N/A,"bar, restaurant, food, point_of_interest, establishment",https://www.ichibanrestaurantscharlestonwv.com/nightlife-and-bar-101/,(304) 346-1101,150,OPERATIONAL,,
Tudor's Biscuit World,"3405 Kanawha Boulevard East, Charleston",4.2,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(304) 925-2095,579,OPERATIONAL,,
First Watch,"164 Summers Street, Charleston",4.7,2,"restaurant, food, point_of_interest, establishment",http://www.firstwatch.com/locations/charleston/?utm_source=gbp-listing&utm_medium=organic&utm_campaign=gbp-listing&utm_content=charleston,(304) 343-3447,1349,OPERATIONAL,,
Pizza Hut,"6279 Sissonville Drive, Charleston",3.6,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.pizzahut.com/wv/charleston/6279-sissonville-dr?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=308245,(304) 984-9777,156,OPERATIONAL,,
Soho's,"800 Smith Street, Charleston",4.4,2,"restaurant, food, point_of_interest, establishment",http://www.sohoscrw.com/,(304) 720-7646,496,OPERATIONAL,,
Steak Escape Kanawha City,"3700 MacCorkle Avenue Southeast, Charleston",4.1,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",http://www.steakescape.com/,(304) 925-9001,554,OPERATIONAL,,
The Honey Baked Ham Company,"2834 Mountaineer Boulevard, Charleston",4.2,2,"meal_delivery, grocery_or_supermarket, restaurant, store, food, point_of_interest, establishment",https://www.honeybaked.com/stores/2226,(304) 746-3900,63,OPERATIONAL,,
Papa Johns Pizza,"200 Patrick Street, Charleston",3.9,1,"meal_delivery, restaurant, food, point_of_interest, establishment",https://locations.papajohns.com/united-states/wv/25312/charleston/200-patrick-st?utm_source=gmb&utm_medium=organic&y_source=1_MTA2OTEyMzItNzE1LWxvY2F0aW9uLndlYnNpdGU=,(304) 342-3000,240,OPERATIONAL,,
McDonald's,"1000 Dunbar Village Plaza, Dunbar",3.4,1,"cafe, restaurant, store, food, point_of_interest, establishment",https://www.mcdonalds.com/us/en-us/location/WV/DUNBAR/1000-DUNBAR-VILLAGE-PLAZA/24882.html?cid=RF:YXT:GMB::Clicks,(304) 766-6767,1245,OPERATIONAL,,
Shape Shop Cafe,"706 Central Avenue, Charleston",4.6,2,"restaurant, store, food, health, point_of_interest, establishment",https://www.shapeshopwv.com/,(681) 265-3938,33,OPERATIONAL,,
Exxon,"4928 MacCorkle Avenue Southeast, Charleston",2.7,N/A,"gas_station, car_wash, convenience_store, restaurant, store, food, point_of_interest, establishment",https://www.exxon.com/en/find-station/EXXON-CHARLESTON-WV-ONESTOP115-200314733?utm_source=google&utm_medium=organic&utm_campaign=gmb,(304) 926-3021,12,OPERATIONAL,,
Atrium Cafe,"600 Kanawha Boulevard East, Charleston",5,N/A,"restaurant, food, point_of_interest, establishment",,(304) 344-4092,1,OPERATIONAL,,
Rollin Smoke BBQ,"4008 Crede Drive, Charleston",4.6,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",,(681) 265-0690,375,OPERATIONAL,,
Yen's Sandwiches,"606 D Street, South Charleston",4.7,1,"meal_delivery, cafe, meal_takeaway, restaurant, food, point_of_interest, establishment",https://yensandwiches.square.site/,(681) 205-8442,395,OPERATIONAL,,
Dairy Queen Grill & Chill,"2502 Sissonville Drive, Charleston",3.8,1,"restaurant, store, food, point_of_interest, establishment",https://www.dairyqueen.com/en-us/locations/wv/charleston/2502-sissonville-dr/401/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NjI3OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 346-2255,488,OPERATIONAL,,
Best of Crete Deli,"816 Beech Avenue, Charleston",4.9,1,"restaurant, food, point_of_interest, establishment",http://bestofcrete.net/,(304) 343-3286,194,OPERATIONAL,,
Krispy Kreme,"42 River Walk Mall, South Charleston",4.4,1,"cafe, bakery, restaurant, store, food, point_of_interest, establishment",https://krispykreme.com/location/s-charleston?y_source=1_MTE4OTc4NzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 746-4441,852,OPERATIONAL,,
Long John Silver's,"9109 McCorkle Avenue, Marmet",3.8,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.ljsilvers.com/?utm_source=listings&utm_medium=yext&utm_campaign=yext2023&utm_id=yext2023&y_source=1_MTc1NzI3MzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 949-4339,349,OPERATIONAL,,
Subway,"3C Market Place Mall, Weston",3.7,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://restaurants.subway.com/united-states/wv/weston/344-market-place-plaza-mall?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=10169&utm_campaign=evergreen-2020&y_source=1_MTQ5MDg0NTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 269-1100,42,OPERATIONAL,,
McDonald's,"11 Market Place Mall, Weston",3.2,1,"cafe, restaurant, point_of_interest, store, food, establishment",https://www.mcdonalds.com/us/en-us/location/WV/WESTON/11-MARKET-PL/10318.html?cid=RF:YXT:GMB::Clicks,(304) 269-6465,803,OPERATIONAL,,
Little Caesars Pizza,"57 BFS Boulevard, Weston",3.7,1,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",https://littlecaesars.com/en-us/store/8616,(304) 269-1531,75,OPERATIONAL,,
Peking Restaurant,"334 Market Place Mall, Weston",3.4,2,"restaurant, point_of_interest, food, establishment",https://pekingrestaurantweston.com/,(304) 269-6763,138,OPERATIONAL,,
Don Patron Mexican Grill,"364 Market Place Mall, Weston",4.3,2,"restaurant, point_of_interest, food, establishment",,(304) 269-0069,445,OPERATIONAL,,
Gino's Pizza & Spaghetti House,"100 Market Place Mall, Weston",4.2,N/A,"meal_delivery, restaurant, point_of_interest, food, establishment",http://ginospizza.com/,(304) 269-1847,223,OPERATIONAL,,
Hardee’s,"598 US Highway 33E, Weston",3.8,1,"restaurant, point_of_interest, food, establishment",https://locations.hardees.com/wv/weston/598-us-highway-33e,(304) 269-7392,375,OPERATIONAL,,
Long John Silver's,"550 U.S. 33, Weston",3.6,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://www.ljsilvers.com/?utm_source=listings&utm_medium=yext&utm_campaign=yext2023&utm_id=yext2023&y_source=1_MTc1NzMxMzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 269-6602,287,OPERATIONAL,,
Arby's,"595 Us Highway 33, East Street, Weston",3.8,1,"meal_takeaway, restaurant, point_of_interest, store, food, establishment",https://locations.arbys.com/wv/weston/595-us-highway-33-east.html?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link,(304) 997-8585,166,OPERATIONAL,,
Subway,"678 US Highway 33E Suite C, Weston",4,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://restaurants.subway.com/united-states/wv/weston/678-us-highway-33e?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=37077&utm_campaign=evergreen-2020&y_source=1_MTQ4OTY5NzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 269-3274,106,OPERATIONAL,,
Lightburns Family Diner,"6298 Main Street, Jane Lew",4.7,1,"restaurant, point_of_interest, food, establishment",,(304) 884-7977,231,OPERATIONAL,,
Thyme Bistro,"125 Main Avenue, Weston",4.6,N/A,"restaurant, point_of_interest, food, establishment",https://thyme-bistro.business.site/,(304) 269-7177,326,OPERATIONAL,,
Sheetz,"39 Berlin Road, Weston",4.1,1,"convenience_store, gas_station, car_wash, liquor_store, cafe, restaurant, point_of_interest, store, food, establishment",https://orderz.sheetz.com/#/main/location/store/206,(304) 269-4852,81,OPERATIONAL,,
Domino's Pizza,"535 East 3rd Street, Weston",4,1,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(304) 269-3030,159,OPERATIONAL,,
Burger King,"103 Staunton Drive, Weston",3.8,1,"restaurant, point_of_interest, food, establishment",https://burgerking.com/store-locator/store/restaurant_16793,(304) 244-2729,563,OPERATIONAL,,
Sesame Inn,"349 East 3rd Street, Weston",4.1,1,"restaurant, point_of_interest, food, establishment",https://sesameinnweston.com/,(304) 269-3066,274,OPERATIONAL,,
Lightburn's Restaurant at The Palmer Course,"940 Resort Drive, Roanoke",4.5,N/A,"restaurant, point_of_interest, food, establishment",https://www.stonewallresort.com/west-virginia-restaurants/lightburns/,(304) 269-8894,91,OPERATIONAL,,
Wendy's,"673 U.S. 33, Weston",3.8,1,"restaurant, point_of_interest, food, establishment",https://locations.wendys.com/united-states/wv/weston/673-us-highway-33-east?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 269-4187,478,OPERATIONAL,,
KFC,"339 U.S. 33, Weston",3.8,1,"restaurant, point_of_interest, food, establishment",https://locations.kfc.com/wv/weston/339-u-s-highway-33,(304) 269-2712,285,OPERATIONAL,,
Midge's B&D Market,"145 Water Street, Weston",4.3,N/A,"bakery, restaurant, food, point_of_interest, store, establishment",https://www.facebook.com/Midges-BD-Market-102077665214966/,(681) 495-5567,4,OPERATIONAL,,
South Texas Barbecue Company,"139 East 2nd Street, Weston",4.6,N/A,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/SoTexBBQCo,(304) 997-9725,159,OPERATIONAL,,
The Original,"178 West 2nd Street, Weston",4.4,1,"restaurant, food, point_of_interest, establishment",,(304) 997-8525,149,OPERATIONAL,,
Blue's Bar,"601 County Road 33/7, Weston",4.5,N/A,"bar, restaurant, food, point_of_interest, establishment",https://www.facebook.com/bluesbar26452/,(304) 997-8890,43,OPERATIONAL,,
Fox's Pizza Den,"415 East 3rd Street, Weston",4.3,1,"restaurant, food, point_of_interest, establishment",https://www.foxspizzaweston.com/?utm_source=gbp,(304) 269-3697,146,OPERATIONAL,,
